Nombre Producto;Sub Categoría Producto;Categoría Producto;Color;Fecha;Cantidad;Precio;Nombre Cliente;Genero;Ingreso Anual;Estado Civil;Rango Edad;Tipo Tienda;Nombre Tienda;País
SV DVD 48 DVD Storage Binder M50 Negro;Películas DVD;Música, películas y audiolibros;Negro;19/02/2017;2;627;Jenkins, Megan;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
SV Hand Games for students E40 Negro;Juegos en caja;Juegos y juguetes;Negro;19/02/2017;1;250;Stewart, Alex;Masculino;20000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
SV Hand Games for students E40 Negro;Juegos en caja;Juegos y juguetes;Negro;19/02/2017;1;250;Sanders, Allison;Femenino;80000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
SV Hand Games for students E40 Negro;Juegos en caja;Juegos y juguetes;Negro;19/02/2017;2;250;Perry, James;Masculino;20000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa;Cámaras Digitales;Cámaras y videocámaras;Rosa;19/02/2017;1;268;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Centrex Phone System L10 Negro;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Negro;19/02/2017;1;42,99;Peterson, Christina;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
SV Hand Games for students E40 Negro;Juegos en caja;Juegos y juguetes;Negro;19/02/2017;4;250;Rogers, Paige;Femenino;20000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;19/02/2017;3;250;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
SV Hand Games for students E40 Negro;Juegos en caja;Juegos y juguetes;Negro;19/02/2017;1;250;Moore, Jessica;Femenino;20000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Original K1m Li-Ion Standard Battery E170 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;19/02/2017;1;250;Sandberg, Nicole;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Original K1m Li-Ion Standard Battery E170 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;19/02/2017;1;250;Sandberg, Nicole;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Original K1m Li-Ion Standard Battery E170 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;19/02/2017;3;250;Sandberg, Nicole;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"Contoso SLR Camera 35"" X358 Plateado";Cámaras digitales SLR;Cámaras y videocámaras;Plateado;19/02/2017;1;568;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso In-Line Coupler E180 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;19/02/2017;2;250;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Proseware CRT17 E104 Negro;MAC;Computadoras;Negro;19/02/2017;1;59;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Screen 85in E1010 Blanco;Proyectores y pantallas;Computadoras;Blanco;19/02/2017;4;139;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Office Jet Wireless All-in-Activoe Inkjet Printer M600 Gris Plata;Impresoras, escáneres y fax;Computadoras;Gris Plata;18/02/2017;1;190;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso USB Cable M250 Blanco;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Blanco;18/02/2017;1;25;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;18/02/2017;1;14,99;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Chicago;Estados Unidos
WWI 2GB Pulse Smart pen M100 Negro;Grabadora;Audio;Negro;18/02/2017;1;599;King, Caleb;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Adventure Works Laptop15 M1501 Rojo;Laptops;Computadoras;Rojo;18/02/2017;54;699;Henderson, Ashley;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Phone with Memory Dialing-single line E88 Blanco;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Blanco;18/02/2017;1;250;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Floor Lamp X1015 Dorado;Lámparas;Electrodomésticos;Dorado;18/02/2017;51;699;Henderson, Ashley;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Desk Lamp E1030 Dorado;Lámparas;Electrodomésticos;Dorado;18/02/2017;51;699;Henderson, Ashley;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Reserve Pen - Tablet Pen E200 Negro;Accesorios de Computadoras;Computadoras;Negro;18/02/2017;2;1299;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
SV DVD Player M100 Negro;Películas DVD;Música, películas y audiolibros;Negro;18/02/2017;1;627;Jenkins, Megan;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
SV DVD 48 DVD Storage Binder M50 Negro;Películas DVD;Música, películas y audiolibros;Negro;18/02/2017;2;627;Jenkins, Megan;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa;Cámaras Digitales;Cámaras y videocámaras;Rosa;18/02/2017;1;268;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Centrex Phone System L10 Negro;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Negro;18/02/2017;1;42,99;Peterson, Christina;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;18/02/2017;2;250;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
"Contoso SLR Camera 35"" X358 Gris Plata";Cámaras digitales SLR;Cámaras y videocámaras;Gris Plata;18/02/2017;1;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso In-Line Coupler E180 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;18/02/2017;2;250;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Proseware CRT17 E104 Negro;MAC;Computadoras;Negro;18/02/2017;1;59;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Screen 85in E1010 Blanco;Proyectores y pantallas;Computadoras;Blanco;18/02/2017;4;139;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Office Jet Wireless All-in-Activoe Inkjet Printer M600 Gris Plata;Impresoras, escáneres y fax;Computadoras;Gris Plata;17/02/2017;1;190;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso USB Cable M250 Blanco;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Blanco;17/02/2017;1;25;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;17/02/2017;1;14,99;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Chicago;Estados Unidos
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Rojo;17/02/2017;3;24,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
WWI 2GB Pulse Smart pen M100 Negro;Grabadora;Audio;Negro;17/02/2017;1;599;King, Caleb;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Adventure Works Laptop15 M1501 Rojo;Laptops;Computadoras;Rojo;17/02/2017;54;699;Henderson, Ashley;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Phone with Memory Dialing-single line E88 Blanco;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Blanco;17/02/2017;1;250;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Floor Lamp X1015 Dorado;Lámparas;Electrodomésticos;Dorado;17/02/2017;51;699;Henderson, Ashley;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Desk Lamp E1030 Dorado;Lámparas;Electrodomésticos;Dorado;17/02/2017;51;699;Henderson, Ashley;Femenino;70000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso CActivonectivity Starter Kit Smart Buy M680 Negro;Accesorios de Computadoras;Computadoras;Negro;17/02/2017;51;1299;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso Sistema Home Theater 2.1 Channel E1200 Negro;Sistema Home Theater;TV y Video;Negro;17/02/2017;1;299;Taylor, Joshua;Masculino;60000;Soltero;Entre 41 y 50 años;Tienda;Tienda Florida;Estados Unidos
Litware Chandelier M8015 Dorado;Lámparas;Electrodomésticos;Dorado;17/02/2017;51;268,5;Miller, Kayla;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa;Cámaras Digitales;Cámaras y videocámaras;Rosa;17/02/2017;1;268;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Centrex Phone System L10 Negro;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Negro;17/02/2017;1;42,99;Peterson, Christina;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;17/02/2017;2;250;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
"Contoso SLR Camera 35"" X358 Gris Plata";Cámaras digitales SLR;Cámaras y videocámaras;Gris Plata;17/02/2017;1;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD 55DVD Storage Binder M56 Negro;Películas DVD;Música, películas y audiolibros;Negro;17/02/2017;51;250;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso In-Line Coupler E180 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;17/02/2017;1;250;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Proseware CRT17 E104 Negro;MAC;Computadoras;Negro;17/02/2017;1;59;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Screen 85in E1010 Blanco;Proyectores y pantallas;Computadoras;Blanco;17/02/2017;1;139;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Office Jet Wireless All-in-Activoe Inkjet Printer M600 Gris Plata;Impresoras, escáneres y fax;Computadoras;Gris Plata;16/02/2017;1;190;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso USB Cable M250 Blanco;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Blanco;16/02/2017;1;25;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;16/02/2017;1;14,99;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Chicago;Estados Unidos
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Rojo;16/02/2017;3;24,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Phone with Memory Dialing-single line E88 Blanco;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Blanco;16/02/2017;1;250;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Screen 106in M1609 Dorado;Proyectores y pantallas;Computadoras;Dorado;16/02/2017;54;251;Morgan, Abigail;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso CActivonectivity Starter Kit Smart Buy M680 Negro;Accesorios de Computadoras;Computadoras;Negro;16/02/2017;51;1299;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Adventure Works LCD20 M210 Blanco;MAC;Computadoras;Blanco;16/02/2017;1;259;She, Shawn;Masculino;90000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso Sistema Home Theater 2.1 Channel E1200 Negro;Sistema Home Theater;TV y Video;Negro;16/02/2017;1;299;Taylor, Joshua;Masculino;60000;Soltero;Entre 41 y 50 años;Tienda;Tienda Florida;Estados Unidos
Litware Chandelier M8015 Dorado;Lámparas;Electrodomésticos;Dorado;16/02/2017;51;268,5;Miller, Kayla;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa;Cámaras Digitales;Cámaras y videocámaras;Rosa;16/02/2017;1;268;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Centrex Phone System L10 Negro;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Negro;16/02/2017;1;42,99;Peterson, Christina;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;16/02/2017;1;250;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Proseware LCD19W M100 Blanco;MAC;Computadoras;Blanco;16/02/2017;51;179;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
SV Keyboard E10 Blanco;Accesorios de Computadoras;Computadoras;Blanco;16/02/2017;1;44;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"Contoso SLR Camera 35"" M358 Dorado";Cámaras digitales SLR;Cámaras y videocámaras;Dorado;16/02/2017;1;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"The Teléfono Company Touch Screen Teléfono 1600 TFT-2.2"" L200 Gris Plata";Teléfonos de pantalla táctil;Teléfonos Móviles;Gris Plata;16/02/2017;2;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD Recorder L240 Plateado;Películas DVD;Música, películas y audiolibros;Plateado;16/02/2017;51;219;Peterson, Steven;Masculino;60000;Casado;Entre 51 y 60 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD 55DVD Storage Binder M56 Negro;Películas DVD;Música, películas y audiolibros;Negro;16/02/2017;51;250;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso In-Line Coupler E180 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;16/02/2017;1;250;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Proseware CRT17 E104 Negro;MAC;Computadoras;Negro;16/02/2017;1;59;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Screen 85in E1010 Blanco;Proyectores y pantallas;Computadoras;Blanco;16/02/2017;1;139;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Office Jet Wireless All-in-Activoe Inkjet Printer M600 Gris Plata;Impresoras, escáneres y fax;Computadoras;Gris Plata;15/02/2017;1;190;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso USB Cable M250 Blanco;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Blanco;15/02/2017;1;25;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;15/02/2017;1;14,99;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Chicago;Estados Unidos
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Rojo;15/02/2017;2;24,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Phone with Memory Dialing-single line E88 Blanco;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Blanco;15/02/2017;1;250;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Screen 106in M1609 Dorado;Proyectores y pantallas;Computadoras;Dorado;15/02/2017;54;251;Morgan, Abigail;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso Enhanced Capacity Battery M800 Negro;Accesorios de Computadoras;Computadoras;Negro;15/02/2017;51;1299;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Adventure Works LCD20 M210 Blanco;MAC;Computadoras;Blanco;15/02/2017;1;259;She, Shawn;Masculino;90000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Litware Chandelier M8015 Dorado;Lámparas;Electrodomésticos;Dorado;15/02/2017;2;268,5;Miller, Kayla;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa;Cámaras Digitales;Cámaras y videocámaras;Rosa;15/02/2017;1;268;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;15/02/2017;1;250;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Proseware LCD19W M100 Blanco;MAC;Computadoras;Blanco;15/02/2017;51;179;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
SV Keyboard E10 Blanco;Accesorios de Computadoras;Computadoras;Blanco;15/02/2017;1;44;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"Contoso SLR Camera 35"" M358 Dorado";Cámaras digitales SLR;Cámaras y videocámaras;Dorado;15/02/2017;1;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"The Teléfono Company Touch Screen Teléfono 1600 TFT-2.2"" L200 Gris Plata";Teléfonos de pantalla táctil;Teléfonos Móviles;Gris Plata;15/02/2017;2;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD Recorder L240 Plateado;Películas DVD;Música, películas y audiolibros;Plateado;15/02/2017;51;219;Peterson, Steven;Masculino;60000;Casado;Entre 51 y 60 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD 55DVD Storage Binder M56 Negro;Películas DVD;Música, películas y audiolibros;Negro;15/02/2017;4;250;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso In-Line Coupler E180 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;15/02/2017;1;250;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Proseware CRT17 E104 Negro;MAC;Computadoras;Negro;15/02/2017;1;59;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Screen 85in E1010 Blanco;Proyectores y pantallas;Computadoras;Blanco;15/02/2017;1;139;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Proseware Office Jet Wireless All-in-Activoe Inkjet Printer M600 Gris Plata;Impresoras, escáneres y fax;Computadoras;Gris Plata;14/02/2017;1;190;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso USB Cable M250 Blanco;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Blanco;14/02/2017;1;25;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;14/02/2017;1;14,99;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Chicago;Estados Unidos
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Rojo;14/02/2017;2;24,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Phone with Memory Dialing-single line E88 Blanco;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Blanco;14/02/2017;1;250;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Screen 106in M1609 Dorado;Proyectores y pantallas;Computadoras;Dorado;14/02/2017;3;251;Morgan, Abigail;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso Enhanced Capacity Battery M800 Negro;Accesorios de Computadoras;Computadoras;Negro;14/02/2017;51;1299;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso KSU-less key system M38 Negro;Teléfonos para el hogar y la oficina;Teléfonos Móviles;Negro;14/02/2017;52;529;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Litware Chandelier M8015 Dorado;Lámparas;Electrodomésticos;Dorado;14/02/2017;2;268,5;Miller, Kayla;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa;Cámaras Digitales;Cámaras y videocámaras;Rosa;14/02/2017;1;268;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;14/02/2017;1;250;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Proseware LCD19W M100 Blanco;MAC;Computadoras;Blanco;14/02/2017;2;179;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
SV Keyboard E10 Blanco;Accesorios de Computadoras;Computadoras;Blanco;14/02/2017;1;44;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"Contoso SLR Camera 35"" X358 Negro";Cámaras digitales SLR;Cámaras y videocámaras;Negro;14/02/2017;1;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
"The Teléfono Company Pen Touch Screen Teléfonos-2.6"" M320 Negro";Teléfonos de pantalla táctil;Teléfonos Móviles;Negro;14/02/2017;1;569;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
The Teléfono Company Touch Screen Teléfonos Capacitive M908 Plateado;Teléfonos de pantalla táctil;Teléfonos Móviles;Plateado;14/02/2017;51;308;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD Recorder L240 Plateado;Películas DVD;Música, películas y audiolibros;Plateado;14/02/2017;4;219;Peterson, Steven;Masculino;60000;Casado;Entre 51 y 60 años;Tienda;Tienda Dallas;Estados Unidos
Contoso DVD 55DVD Storage Binder M56 Negro;Películas DVD;Música, películas y audiolibros;Negro;14/02/2017;4;250;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso In-Line Coupler E180 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;14/02/2017;1;250;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Proseware Screen 85in E1010 Blanco;Proyectores y pantallas;Computadoras;Blanco;14/02/2017;1;139;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso USB Cable M250 Blanco;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Blanco;13/02/2017;1;25;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;13/02/2017;1;14,99;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Chicago;Estados Unidos
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Rojo;13/02/2017;1;24,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
MGS Rise of Nations: Plateado Edition 2009 E143;Juegos para Descargar;Juegos y juguetes;Rosa;13/02/2017;1;43;White, Judith;Femenino;20000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
